company,estimates,revenue,avg_order,median_order,first_date,last_date,avg_quantity,tenure_days,revenue_pct,cumulative_pct,days_since_last,segment
Central Systems,31,84676.60193925275,2731.503288362992,1326.9854166666667,2018-03-13 00:00:00+00:00,2023-02-28 00:00:00+00:00,2776.1935483870966,1813,0.45508785811789215,60.832269084220684,696,at_risk
Evans & Evans 272,19,79206.75926896188,4168.776803629572,3377.7587688888893,2018-01-08 00:00:00+00:00,2024-10-07 00:00:00+00:00,29902.21052631579,2464,0.42569061108558537,61.25795969530627,109,champion
Titan Solutions 057,3,78940.92200065502,26313.640666885007,26475.47400021834,2023-01-20 00:00:00+00:00,2023-01-20 00:00:00+00:00,3400.0,0,0.4242618892158949,61.68222158452216,735,dormant
Express Creative,11,77931.07927166199,7084.64357015109,2641.99,2019-07-23 00:00:00+00:00,2019-08-29 00:00:00+00:00,1546.1818181818182,37,0.4188345674522859,62.10105615197445,1975,dormant
Nottingham Design,22,76047.7933125,3456.717877840909,2513.0,2022-09-27 00:00:00+00:00,2024-09-09 00:00:00+00:00,634.0909090909091,713,0.40871299249828164,62.50976914447273,137,champion
Express Services 705,23,74109.23521752692,3222.1406616316053,1502.3333333333335,2018-11-20 00:00:00+00:00,2024-07-16 00:00:00+00:00,1225.2173913043478,2065,0.39829436171865606,62.90806350619138,192,loyal
Manchester Technologies,77,73860.21581002517,959.2235819483789,744.0444444444445,2017-11-29 00:00:00+00:00,2023-06-21 00:00:00+00:00,1624.7272727272727,2030,0.3969560261431324,63.30501953233451,583,at_risk
EasternGrou 117,42,73105.84466426454,1740.6153491491557,979.3270533333334,2017-12-15 00:00:00+00:00,2020-01-28 00:00:00+00:00,1658.7560975609756,774,0.39290171667525325,63.69792124900977,1823,dormant
Johnson & Hughes 446,58,72115.87424372189,1243.377142133136,494.43999999999994,2017-10-26 00:00:00+00:00,2024-08-14 00:00:00+00:00,779.5510204081633,2484,0.387581197098806,64.08550244610858,163,champion
Zenith Graphics,21,67649.53681054537,3221.4065147878746,3197.5129523809524,2024-01-09 00:00:00+00:00,2024-10-07 00:00:00+00:00,1110.1904761904761,272,0.36357721146940813,64.44907965757798,109,champion
Stellar Graphics,26,67633.25725923998,2601.2791253553837,1380.6666666666667,2021-05-12 00:00:00+00:00,2024-07-16 00:00:00+00:00,1898.076923076923,1161,0.36348971827807763,64.81256937585606,192,loyal
Precision Display 443,28,67617.03024114286,2414.8939371836736,1144.2229166666666,2018-03-14 00:00:00+00:00,2021-06-22 00:00:00+00:00,831.5714285714286,1196,0.36340250742241814,65.17597188327848,1312,dormant
Stellar Systems,13,67452.58464083745,5188.660356987496,5658.947777777777,2023-10-31 00:00:00+00:00,2024-09-19 00:00:00+00:00,291.53846153846155,324,0.36251870724260477,65.53849059052108,127,champion
Beta International 412,18,66793.38790027745,3710.743772237636,3454.8383333333336,2023-03-13 00:00:00+00:00,2024-10-04 00:00:00+00:00,578.8888888888889,571,0.35897590526579704,65.89746649578687,112,champion
York Associates,3,66251.28492784993,22083.761642616646,21772.074831649832,2024-05-11 00:00:00+00:00,2024-05-14 00:00:00+00:00,466.6666666666667,3,0.3560624147034529,66.25352891049033,255,active
Ultra Technologies 358,31,66174.64115149128,2134.665843596493,1453.3500000000001,2018-04-24 00:00:00+00:00,2019-09-02 00:00:00+00:00,1566.6451612903227,496,0.3556504986460968,66.60917940913643,1971,dormant
Edwards & Green,9,65786.59908571429,7309.622120634921,6475.1117460317455,2021-11-17 00:00:00+00:00,2022-10-31 00:00:00+00:00,9444.444444444445,348,0.35356499652945805,66.96274440566589,816,dormant
GlobalDesi,7,65388.2442032967,9341.1777433281,8809.312,2022-04-29 00:00:00+00:00,2023-11-21 00:00:00+00:00,4314.285714285715,571,0.35142406897617384,67.31416847464206,430,at_risk
PhoenixDisp 685,19,62322.11630554223,3280.111384502223,1056.3249999999998,2018-01-30 00:00:00+00:00,2024-06-12 00:00:00+00:00,550.5263157894736,2325,0.33494540136613404,67.64911387600819,226,loyal
VertexPart 794,7,61950.74644434944,8850.106634907062,5983.913333333334,2018-08-22 00:00:00+00:00,2024-07-19 00:00:00+00:00,3082.8571428571427,2158,0.3329495027255508,67.98206337873374,189,loyal
Southern Design,1,59411.142857142855,59411.142857142855,59411.142857142855,2020-03-24 00:00:00+00:00,2020-03-24 00:00:00+00:00,50000.0,0,0.3193005993626183,68.30136397809636,1767,dormant
Bristol Communications,12,57917.15646392496,4826.42970532708,3978.742878787879,2021-03-09 00:00:00+00:00,2023-06-23 00:00:00+00:00,7958.333333333333,836,0.31127128486279265,68.61263526295916,581,at_risk
Oxford Marketing,24,57837.563128444446,2409.898463685185,1561.8444444444444,2022-05-04 00:00:00+00:00,2024-10-09 00:00:00+00:00,778.3333333333334,889,0.31084351662771076,68.92347877958687,107,champion
Pro Enterprises,30,57725.471711746046,1924.182390391535,2014.4633333333336,2022-06-17 00:00:00+00:00,2024-08-08 00:00:00+00:00,412.9,783,0.31024108996473165,69.2337198695516,169,champion
Metro Graphics 608,18,55557.67857984308,3086.537698880171,3714.8505350793653,2020-11-11 00:00:00+00:00,2021-01-05 00:00:00+00:00,3033.3333333333335,55,0.298590453181407,69.53231032273301,1480,dormant
Southampton Display 341,20,53958.07810984127,2697.9039054920636,854.6993333333334,2018-09-11 00:00:00+00:00,2023-09-12 00:00:00+00:00,2923.65,1827,0.2899935239817712,69.82230384671479,500,at_risk
SwiftDesi,27,53790.05537962963,1992.224273319616,704.3866666666667,2019-08-02 00:00:00+00:00,2024-08-21 00:00:00+00:00,1209.2592592592594,1846,0.28909049879351445,70.1113943455083,156,champion
Thompson & Wood 478,4,52707.80955476191,13176.952388690477,14350.042638492065,2024-05-11 00:00:00+00:00,2024-05-16 00:00:00+00:00,9000.0,5,0.2832740521823312,70.39466839769064,253,active
Apex Enterprises 542,15,52651.756972582974,3510.1171315055317,2280.6,2018-06-21 00:00:00+00:00,2022-08-18 00:00:00+00:00,3240.0,1519,0.2829728019079745,70.67764119959861,890,dormant
NK,3,51937.01383333334,17312.337944444447,17424.722222222223,2018-09-11 00:00:00+00:00,2024-07-01 00:00:00+00:00,5666.666666666667,2120,0.27913147010088424,70.95677266969949,207,active
Roberts & Jackson,13,51889.96780687831,3991.5359851444855,1548.6666666666665,2018-02-12 00:00:00+00:00,2019-04-29 00:00:00+00:00,6713.461538461538,441,0.27887862486475,71.23565129456424,2097,dormant
Lee & Wilson 552,13,51726.18485800866,3978.937296769897,2618.9978666666666,2021-05-20 00:00:00+00:00,2022-12-05 00:00:00+00:00,1268.7692307692307,564,0.2779983860539059,71.51364968061814,781,dormant
RapidEnte,11,50923.254820634924,4629.386801875902,3971.6640666666663,2017-12-01 00:00:00+00:00,2019-01-31 00:00:00+00:00,2680.0,426,0.2736831005729289,71.78733278119107,2185,dormant
AtlanticTech 858,8,48606.48333333333,6075.810416666666,6364.283333333333,2018-10-19 00:00:00+00:00,2024-08-14 00:00:00+00:00,14812.5,2126,0.261231791123111,72.04856457231418,163,loyal
WVA,8,47945.08571666319,5993.135714582899,819.5391962962964,2022-09-30 00:00:00+00:00,2024-09-12 00:00:00+00:00,1520.625,713,0.25767716070760815,72.30624173302178,134,loyal
CVZC,3,47136.202666666664,15712.067555555555,19155.753333333334,2022-10-04 00:00:00+00:00,2022-11-07 00:00:00+00:00,8000.0,34,0.25332988122000105,72.55957161424178,809,dormant
Brown & Roberts,1,46520.12222222223,46520.12222222223,46520.12222222223,2024-04-04 00:00:00+00:00,2024-04-04 00:00:00+00:00,8000.0,0,0.25001880444708474,72.80959041868886,295,active
PrimeGrou 781,80,44744.037847833155,559.3004730979144,304.6183493333333,2017-11-29 00:00:00+00:00,2024-07-08 00:00:00+00:00,648.175,2413,0.2404733761319849,73.05006379482084,200,loyal
Global Industries,3,44394.220268466845,14798.073422822281,5100.31800180018,2023-06-19 00:00:00+00:00,2023-07-12 00:00:00+00:00,8333.333333333334,23,0.2385933085657403,73.28865710338658,562,at_risk
Apex Creative 233,5,44338.411485042736,8867.682297008547,7631.910416666667,2022-03-15 00:00:00+00:00,2023-06-23 00:00:00+00:00,5256.2,465,0.23829336856896452,73.52695047195554,581,at_risk
Stellar Print,23,44043.35653049782,1914.928544804253,1420.95,2024-03-08 00:00:00+00:00,2024-06-04 00:00:00+00:00,811.304347826087,88,0.2367076185008731,73.76365809045642,234,loyal
Oxford Solutions 843,32,43561.78065813492,1361.3056455667163,828.01,2018-09-12 00:00:00+00:00,2024-09-17 00:00:00+00:00,1464.65625,2197,0.2341194261637253,73.99777751662015,129,loyal
Oxford Communications 370,45,43457.97411696504,965.7327581547786,864.4058333333334,2018-01-30 00:00:00+00:00,2024-09-16 00:00:00+00:00,2139.0444444444443,2421,0.233561525924489,74.23133904254463,130,loyal
Johnson & Evans 343,20,43266.5055639904,2163.32527819952,841.1082887445888,2018-04-30 00:00:00+00:00,2024-07-16 00:00:00+00:00,3421.85,2269,0.23253249297235573,74.46387153551699,192,loyal
Gamma Enterprises,28,43034.687885359475,1536.9531387628383,791.595111111111,2018-10-19 00:00:00+00:00,2021-08-04 00:00:00+00:00,532.6071428571429,1020,0.2312866067602745,74.69515814227726,1269,dormant
National Creative,23,42419.496664126986,1844.3259419185647,1170.0468999999998,2017-12-14 00:00:00+00:00,2019-03-26 00:00:00+00:00,3032.8636363636365,467,0.22798030904884206,74.92313845132611,2131,dormant
VVV,19,42338.05836333333,2228.31886122807,1114.0700000000002,2018-09-18 00:00:00+00:00,2024-03-21 00:00:00+00:00,563.1578947368421,2011,0.22754262519015894,75.15068107651626,309,loyal
York Packaging,4,40733.04359279609,10183.260898199023,11161.569444444443,2021-02-15 00:00:00+00:00,2021-02-15 00:00:00+00:00,16500.0,0,0.21891659725040555,75.36959767376666,1439,dormant
VectorSign 621,5,38685.144985079365,7737.028997015873,8348.91962,2018-01-19 00:00:00+00:00,2019-09-03 00:00:00+00:00,230.0,592,0.2079103243286719,75.57750799809533,1970,dormant
BJEN 618,3,38606.433333333334,12868.811111111112,6803.333333333333,2022-11-22 00:00:00+00:00,2023-03-03 00:00:00+00:00,7500.0,101,0.20748729463473448,75.78499529273006,693,at_risk
Jones & Lewis 127,9,38331.57693602693,4259.064104002992,2848.6423611111113,2021-03-01 00:00:00+00:00,2022-10-13 00:00:00+00:00,5362.222222222223,591,0.2060101001527227,75.99100539288278,834,dormant
Birmingham Solutions 361,9,37911.17900740741,4212.353223045267,4920.759333333333,2023-11-30 00:00:00+00:00,2024-02-12 00:00:00+00:00,6777.777777777777,74,0.20375070394986244,76.19475609683265,347,loyal
UJHB 694,12,37856.212797619046,3154.684399801587,2008.3761904761905,2021-07-20 00:00:00+00:00,2024-03-12 00:00:00+00:00,16591.666666666668,966,0.20345529230002568,76.39821138913267,318,loyal
Express Enterprises 763,4,37661.0829015873,9415.270725396826,9095.003637566137,2024-02-16 00:00:00+00:00,2024-02-16 00:00:00+00:00,24000.0,0,0.20240658174237292,76.60061797087504,343,active
DeltaGrap,2,36642.96642857143,18321.483214285716,18321.483214285716,2022-10-10 00:00:00+00:00,2022-10-10 00:00:00+00:00,12500.0,0,0.1969347933804388,76.79755276425547,837,dormant
Vertex Creative 453,1,36604.61106818182,36604.61106818182,36604.61106818182,2017-11-16 00:00:00+00:00,2017-11-16 00:00:00+00:00,11000.0,0,0.19672865545795137,76.99428141971342,2626,dormant
Matrix Group,13,36355.496565460926,2796.5766588816095,855.14,2018-10-01 00:00:00+00:00,2023-07-25 00:00:00+00:00,1087.0,1758,0.19538980880051598,77.18967122851393,549,at_risk
Global Productions 243,9,36340.44800031746,4037.827555590829,3437.7002222222222,2024-02-20 00:00:00+00:00,2024-03-10 00:00:00+00:00,1922.2222222222222,19,0.19530893144925196,77.38498015996318,320,loyal
Allen & Martin,7,36292.41222619048,5184.630318027211,1872.9166666666667,2018-05-03 00:00:00+00:00,2018-06-21 00:00:00+00:00,1773.5714285714287,49,0.19505076689068634,77.58003092685387,2409,dormant
National Manufacturing,19,36119.86196309524,1901.0453664786967,1152.8066666666668,2017-12-19 00:00:00+00:00,2024-09-05 00:00:00+00:00,2428.9473684210525,2452,0.1941234088265776,77.77415433568045,141,loyal
FURH 104,5,35792.83255555556,7158.566511111111,9340.5,2019-10-17 00:00:00+00:00,2019-10-31 00:00:00+00:00,3228.0,14,0.19236581453003787,77.96652015021048,1912,dormant
Precision Technologies 671,5,35547.07701428572,7109.415402857145,7357.56507936508,2024-07-19 00:00:00+00:00,2024-08-23 00:00:00+00:00,1808.0,35,0.19104502035153118,78.15756517056202,154,loyal
Taylor & Green 250,7,34287.176596363635,4898.168085194805,4534.325000000001,2021-07-07 00:00:00+00:00,2021-12-21 00:00:00+00:00,3553.4285714285716,167,0.1842737828490469,78.34183895341107,1130,dormant
IKJ 533,2,34012.72348901099,17006.361744505495,17006.361744505495,2022-09-30 00:00:00+00:00,2024-01-16 00:00:00+00:00,47000.0,473,0.18279875581774827,78.52463770922881,374,at_risk
Oxford Group,5,32421.010675324676,6484.202135064936,6425.834476190476,2022-06-29 00:00:00+00:00,2022-08-01 00:00:00+00:00,2600.0,33,0.17424421821786945,78.69888192744668,907,dormant
Elite International 416,11,31636.829718333334,2876.075428939394,1599.77372,2022-07-15 00:00:00+00:00,2023-09-25 00:00:00+00:00,1518.1818181818182,437,0.17002969822154215,78.86891162566822,487,at_risk
Cambridge Packaging 459,5,31335.297794862596,6267.059558972519,1776.0666666666666,2023-03-07 00:00:00+00:00,2024-05-20 00:00:00+00:00,560.0,440,0.16840913818413167,79.03732076385235,249,loyal
SZ 673,7,30956.342112554114,4422.33458750773,3391.133333333333,2018-01-17 00:00:00+00:00,2019-08-21 00:00:00+00:00,1890.2857142857142,581,0.16637247013376405,79.20369323398612,1983,dormant
YRXC 159,6,30730.872045887445,5121.812007647907,1722.6914666666667,2023-02-03 00:00:00+00:00,2023-05-17 00:00:00+00:00,234.83333333333334,103,0.16516069867200128,79.36885393265811,618,at_risk
Atlas Productions 990,1,29947.855866666665,29947.855866666665,29947.855866666665,2020-04-23 00:00:00+00:00,2020-04-23 00:00:00+00:00,68900.0,0,0.1609524386838539,79.52980637134196,1737,dormant
IB,4,29774.684444444443,7443.671111111111,6095.033333333333,2021-04-01 00:00:00+00:00,2021-12-20 00:00:00+00:00,7500.0,263,0.16002174224798515,79.68982811358995,1131,dormant
DynamicAsso,4,29581.895684238094,7395.4739210595235,6479.974952380952,2021-11-10 00:00:00+00:00,2022-05-27 00:00:00+00:00,8312.5,198,0.15898561394403582,79.848813727534,973,dormant
Atlantic Graphics,3,29520.115523809523,9840.038507936508,8902.035523809524,2023-01-26 00:00:00+00:00,2023-04-06 00:00:00+00:00,13360.0,70,0.15865358124267886,80.00746730877667,659,at_risk
Chester Holdings 535,4,29363.599467203123,7340.899866800781,3789.8321180460052,2024-05-15 00:00:00+00:00,2024-07-16 00:00:00+00:00,1062.5,62,0.15781239778313041,80.1652797065598,192,active
EA 112,2,29063.498461538464,14531.749230769232,14531.749230769232,2020-03-05 00:00:00+00:00,2020-03-05 00:00:00+00:00,153900.0,0,0.15619952810296855,80.32147923466277,1786,dormant
Walker & White,13,28946.301896985653,2226.6386074604347,1600.7333333333333,2022-05-12 00:00:00+00:00,2022-09-06 00:00:00+00:00,770.3846153846154,117,0.15556966421708218,80.47704889887986,871,dormant
National Enterprises 302,33,28609.065689023322,866.9413845158582,648.1133333333335,2019-08-08 00:00:00+00:00,2021-01-11 00:00:00+00:00,857.8484848484849,522,0.1537572142598735,80.63080611313973,1474,dormant
QuantumIndu 137,13,28374.92319168831,2182.6863993606394,1706.4716666666666,2018-01-26 00:00:00+00:00,2018-12-12 00:00:00+00:00,580.0,320,0.15249883348919718,80.78330494662892,2235,dormant
Allen & Smith 366,3,28015.909999999996,9338.636666666665,8860.15,2018-11-28 00:00:00+00:00,2019-10-23 00:00:00+00:00,158.33333333333334,329,0.15056934481464324,80.93387429144356,1920,dormant
Jones & Green 382,1,27736.468888888885,27736.468888888885,27736.468888888885,2024-08-19 00:00:00+00:00,2024-08-19 00:00:00+00:00,70000.0,0,0.14906751014233466,81.08294180158589,158,active
ExpressInte 339,9,27087.84588235294,3009.760653594771,1331.7733333333333,2018-02-05 00:00:00+00:00,2022-10-14 00:00:00+00:00,2344.4444444444443,1712,0.14558153588250083,81.22852333746839,833,dormant
Meridian Systems 178,6,26603.819285714286,4433.969880952381,4471.5179761904765,2021-03-15 00:00:00+00:00,2023-03-24 00:00:00+00:00,383.3333333333333,739,0.14298017231698595,81.37150350978537,672,at_risk
Martin & Morgan,6,26518.039861111112,4419.673310185185,3699.3083333333334,2022-05-04 00:00:00+00:00,2022-10-12 00:00:00+00:00,400.0,161,0.14251915742362442,81.51402266720899,835,dormant
Continental Display,1,26299.84388888889,26299.84388888889,26299.84388888889,2022-09-22 00:00:00+00:00,2022-09-22 00:00:00+00:00,5000.0,0,0.14134648002072392,81.65536914722972,855,dormant
Bradford Signs 857,9,26167.185773105495,2907.4650859006106,2065.0,2020-03-26 00:00:00+00:00,2022-10-13 00:00:00+00:00,5266.666666666667,931,0.1406335192217404,81.79600266645146,834,dormant
Taylor & Green,1,25920.449648148147,25920.449648148147,25920.449648148147,2021-07-22 00:00:00+00:00,2021-07-22 00:00:00+00:00,10000.0,0,0.13930745497192906,81.93531012142338,1282,dormant
Glasgow Holdings,9,25850.037745185185,2872.226416131687,1994.75,2018-04-26 00:00:00+00:00,2024-07-26 00:00:00+00:00,2654.0,2283,0.13892903163689244,82.07423915306028,182,loyal
PrimePrin,5,25796.109833333336,5159.221966666667,809.6533333333334,2018-02-21 00:00:00+00:00,2020-02-04 00:00:00+00:00,3886.4,713,0.1386392002391347,82.21287835329942,1816,dormant
SummitAsso 732,23,25694.0144734127,1117.1310640614217,990.8985,2018-12-07 00:00:00+00:00,2024-07-16 00:00:00+00:00,2274.6521739130435,2048,0.13809049661137943,82.3509688499108,192,loyal
Edwards & Walker,2,25200.281904761905,12600.140952380953,12600.140952380953,2022-10-19 00:00:00+00:00,2022-12-12 00:00:00+00:00,1525.0,54,0.13543696904881225,82.48640581895961,774,dormant
Hughes & Hall 938,10,25166.840585714286,2516.6840585714285,2796.560942857143,2017-11-30 00:00:00+00:00,2018-01-15 00:00:00+00:00,268.0,46,0.13525724126203906,82.62166306022165,2566,dormant
MeridianWork 599,2,25115.25,12557.625,12557.625,2020-08-21 00:00:00+00:00,2020-08-21 00:00:00+00:00,750.0,0,0.13497997164311168,82.75664303186475,1617,dormant
Prime Works 873,5,24916.37009500887,4983.274019001774,3799.1116666666667,2021-02-03 00:00:00+00:00,2021-04-20 00:00:00+00:00,2900.0,76,0.13391110695189468,82.89055413881665,1375,dormant
Oxford Industries,7,24904.68971501292,3557.812816430417,3857.1866666666665,2017-10-25 00:00:00+00:00,2017-11-29 00:00:00+00:00,159200.0,35,0.13384833165160365,83.02440247046826,2613,dormant
Metro Solutions,2,24796.626549333334,12398.313274666667,12398.313274666667,2023-02-09 00:00:00+00:00,2023-02-23 00:00:00+00:00,1090.0,14,0.13326755451265043,83.15767002498092,701,at_risk
Evans & Walker 361,16,24796.45918539988,1549.7786990874924,788.5695064484127,2018-01-18 00:00:00+00:00,2020-02-25 00:00:00+00:00,1256.6666666666667,768,0.13326665502811447,83.29093668000903,1795,dormant
Delta Works,3,24614.2962962963,8204.765432098766,9201.833333333334,2017-12-04 00:00:00+00:00,2017-12-04 00:00:00+00:00,22000.0,0,0.13228763464784238,83.42322431465686,2608,dormant
